datetime,x_min,x_max,x_std,x_median,y_min,y_max,y_std,y_median,z_min,z_max,z_std,z_median,norm_min,norm_max,norm_std,norm_median
2020-10-26 16:34:35,-0.8986136317253114,-0.7611684799194336,0.035227038140821766,-0.8324544429779053,0.09973205626010896,0.2430364340543747,0.025021506359831813,0.15197589993476868,0.4144245982170105,0.6470806002616882,0.059246868457233044,0.5345366001129149,0.9769576903861462,1.0268915510467984,0.00912772657850005,1.0053975347105768
2020-10-26 16:34:40,-0.8275718092918396,-0.7684924006462098,0.017819553493039264,-0.799740970134735,0.06970404088497162,0.1529524177312851,0.02764136273158672,0.10424845665693283,0.5435693860054016,0.6634373068809509,0.037458374020959244,0.6155878305435181,0.9920802536780537,1.03131721719061,0.006825955444417782,1.009686018407681
2020-10-26 16:34:45,-0.8993459939956665,-0.8158535957336426,0.01677042768393873,-0.8527171611785888,0.14074590802192688,0.2691583633422852,0.028936963859479903,0.19860474765300754,0.4034387171268463,0.5611467957496643,0.03570187941420996,0.4859547019004822,0.976067356511095,1.0261046886024632,0.010986687718287464,1.0037411739564372
2020-10-26 16:34:50,-0.8939751982688902,-0.8700504302978515,0.005515583316046378,-0.8817686438560486,0.2557312250137329,0.28258553147315973,0.007479549037701779,0.26305508613586426,0.3843965232372284,0.42321324348449707,0.008345517274314146,0.4097861051559448,0.995716028624414,1.0206071740994687,0.005076192653480382,1.0082288866099849
2020-10-26 16:34:55,-0.9066699147224426,-0.8805481195449829,0.0045903438898494495,-0.8937309980392456,0.28234139084815973,0.3106604814529419,0.0050298582838584375,0.2952802777290344,0.3465563952922821,0.3929411172866821,0.008340663075739014,0.37096938490867615,0.998962714700414,1.021523030124555,0.0044324244287407685,1.0123623489779028
2020-10-26 16:35:00,-0.9159468412399292,-0.8300131559371949,0.01947022843651767,-0.8929987549781798,0.2891770303249359,0.4244250953197479,0.04458516953752759,0.31359004974365234,0.35436856746673584,0.4351755976676941,0.02457356072481588,0.37414306402206415,1.0068161254515808,1.0485158939740118,0.011400611763375052,1.023218442564951
2020-10-26 16:35:05,-0.8846982717514038,-0.7758162021636963,0.025253735316694705,-0.839412122964859,0.26818186044692993,0.4163688123226166,0.050395528098135585,0.3394678235054016,0.3634013831615448,0.6392684578895569,0.08311248187588735,0.44835869967937475,0.9951960083869651,1.088280463907487,0.021498250606995818,1.0182360345162522
2020-10-26 16:35:10,-0.9198530316352844,-0.7308962345123291,0.060470304845859725,-0.7579947113990781,0.14269894361495972,0.3372706472873688,0.062599374291845,0.25792837142944336,0.5189122557640076,0.6214469075202942,0.03036016772416323,0.5865362882614136,0.9524517099759283,1.1196745907267098,0.04578043789759593,1.0022075191672426
2020-10-26 16:35:15,-0.9262003898620604,-0.7540886402130127,0.03943323811364187,-0.8140226006507874,0.13879287242889404,0.4039181768894196,0.07632337558047111,0.33092327415943146,0.3851289451122284,0.6099728345870972,0.047287193870213615,0.4870533049106598,0.910527748116285,1.1261023249698054,0.04880217187119488,1.002427449892681
2020-10-26 16:35:20,-0.8676090836524963,-0.7404173612594604,0.02912908075175752,-0.8014498949050902,0.16637957096099856,0.34142088890075684,0.042420880959525814,0.2239942848682404,0.41955134272575373,0.6063108444213867,0.05214190428071067,0.5661514401435852,0.9402998203282645,1.0452137106262696,0.025457541144616985,0.9910182747261452
2020-10-26 16:35:25,-0.8451491594314574,-0.6381268501281738,0.051889530192310705,-0.757018208503723,0.11560051143169404,0.2503603398799896,0.03253491109518086,0.20055779814720154,0.5211094617843628,0.819436490535736,0.07954104397403584,0.6614843010902405,0.9528987265331478,1.111622423010955,0.03691628517471357,1.0065546189361398
2020-10-26 16:35:30,-0.8099943995475769,-0.5424278378486633,0.06540408432794353,-0.7006241679191589,0.0738542526960373,0.2662287950515747,0.05009496297478048,0.16882087290287018,0.5818978548049927,0.8084505796432494,0.07179374469410131,0.7024981379508972,0.9027606350404515,1.0962266935254978,0.06235601173076199,1.0052355563825517
2020-10-26 16:35:35,-0.8656560778617859,-0.683046817779541,0.03272175951350924,-0.8020602464675902,0.09509357810020448,0.22252951562404635,0.026488272522994936,0.18298041820526126,0.5057292580604553,0.7669484615325926,0.060232051042846735,0.5782358646392822,0.9455630559094319,1.086422817248282,0.026383059503838853,1.0123670791813415
2020-10-26 16:35:40,-0.8659002780914306,-0.7655627131462098,0.021458436793912104,-0.8026705980300902,0.17199456691741946,0.3284819722175598,0.0494668825054019,0.28453853726387024,0.4991376996040344,0.5977662801742554,0.020157558675993316,0.5455225110054016,0.9616714279946231,1.0613656796204096,0.020649686090308608,1.0123737968266568
2020-10-26 16:35:45,-0.843684434890747,-0.602728009223938,0.07410641649857556,-0.7817974388599397,0.21325257420539856,0.3675427734851837,0.03560935933767196,0.2986980974674225,0.4866870939731598,0.7530330419540405,0.08321364320437998,0.6092404425144196,0.9218401145723889,1.090922482547198,0.039336779718876336,1.0288891772150217
2020-10-26 16:35:50,-0.6972063183784485,-0.6068781614303589,0.01970690331954269,-0.6398357748985289,0.3253082931041717,0.4346786141395569,0.025777415207654936,0.3797492980957031,0.669784665107727,0.7391176223754883,0.016521754454579856,0.7103102803230286,0.9869608559653289,1.0564438532165235,0.017105568531325967,1.03202896638514
2020-10-26 16:35:55,-0.8168301582336426,-0.6391033530235289,0.05074915779826804,-0.7907081246376036,0.25182512402534485,0.44395551085472107,0.04981907741789026,0.27282029390335083,0.5145179629325866,0.713483989238739,0.05536922257705636,0.5450342297554016,0.9719063491394321,1.0616424341345645,0.01926533856272802,1.0027084885311588
2020-10-26 16:36:00,-0.8444167971611024,-0.7433469295501709,0.020691028090956447,-0.7981541454792022,0.1993371546268463,0.2706231474876404,0.01631580618503029,0.24596598744392395,0.4534853994846344,0.6043577790260314,0.028962876308032362,0.5360013842582703,0.9062967256019423,1.0466475606027532,0.027330762279683764,0.9930803063381083
2020-10-26 16:36:05,-0.8822569251060486,-0.7638538479804992,0.02026877158256914,-0.8034029603004454,0.1868865042924881,0.2508486211299896,0.01042063601392497,0.226435586810112,0.5281892418861389,0.6014282703399658,0.01325241575834252,0.5555317997932434,0.9664270643638281,1.084421539918394,0.019928606916430277,1.0012907050523843
2020-10-26 16:36:10,-0.9276652336120604,-0.6300705671310425,0.06314999301056043,-0.7985203266143798,0.11584462970495225,0.305289626121521,0.03736104104616414,0.2037314772605896,0.3582746386528015,0.738629400730133,0.05815826554293233,0.5672500133514404,0.8350389724534438,1.1491549951157893,0.06182764848393727,1.0039336997828954
2020-10-26 16:36:15,-0.8197596073150634,-0.7062391638755798,0.026819227137897153,-0.768736481666565,0.19201324880123136,0.3250641822814941,0.03348590926086954,0.2869798541069031,0.5372220277786255,0.65757817029953,0.025009258545155448,0.5831184983253479,0.9464631156065791,1.0738135576859251,0.029131974086635596,1.0067087659955336
2020-10-26 16:36:20,-0.7911964058876036,-0.6786524057388306,0.029432512404424536,-0.7418821454048157,0.12341267615556716,0.3443504273891449,0.07603655870064606,0.260369673371315,0.5172033905982971,0.6629490256309509,0.032102712706891204,0.6252309381961823,0.8990442301723578,1.0372553753650782,0.0315230846259528,1.0015140541063192
2020-10-26 16:36:25,-0.8202478885650634,-0.761656641960144,0.013535796886097332,-0.798764407634735,0.12341267615556716,0.20836995542049408,0.027732819643516694,0.19323387742042544,0.5543111562728882,0.6409773230552673,0.026912144519620176,0.5716443657875061,0.9844218645277185,1.016136755172956,0.0061488459490537176,1.0032515757520513
2020-10-26 16:36:30,-0.8641913533210754,-0.6456948518753052,0.03511054289064783,-0.7267460823059082,0.1978723555803299,0.4051388502120972,0.04045466602297487,0.30284830927848816,0.488640159368515,0.7642630934715271,0.06425701459951613,0.6302356123924256,0.9081965356403259,1.1813890016492046,0.05470196593863351,1.0041951434247343
2020-10-26 16:36:35,-0.8737123608589171,-0.5570756793022156,0.07869400760485191,-0.8139005303382874,0.15759089589118958,0.4617769718170166,0.08890104069580039,0.21435113996267316,0.4830251336097717,0.7845258116722107,0.08711901656072125,0.5479637384414673,0.9324142684745054,1.1594391030499402,0.048277085015377995,1.0047892906696503
2020-10-26 16:36:40,-1.0226317644119265,-0.7348023653030396,0.06869885429378998,-0.8251305222511292,0.10705594718456267,0.2664729356765747,0.04633914064881713,0.21886755526065824,0.37804916501045227,0.5848274230957031,0.06620289469550168,0.5496726632118225,0.9179363527116269,1.1257916381374193,0.03848136447120576,1.0121565674964847
2020-10-26 16:36:45,-1.093917727470398,-0.7164926528930664,0.09681897318736987,-0.8782288432121277,0.07068056613206863,0.3338528275489807,0.0749134598075223,0.2493838220834732,0.34338271617889404,0.5318512320518494,0.03824751256601404,0.4146687388420105,0.8784238754147526,1.1731293183312217,0.0715741163882691,0.9978873009612773
2020-10-26 16:36:50,-0.9252238869667052,-0.681093692779541,0.053373833831648336,-0.8092620372772218,0.0972907468676567,0.31456658244133,0.04356407819190611,0.19152496755123136,0.3565657436847687,0.6959065794944763,0.05393418995969914,0.5572406649589537,0.8360213047518791,1.1533922790480409,0.059616436401395835,1.0047754446036554
2020-10-26 16:36:55,-0.9432895183563232,-0.7247930765151978,0.05051155300037607,-0.83123379945755,0.14855806529521942,0.3104163706302643,0.03804825793361223,0.2344918847084045,0.3792698383331298,0.6141229867935181,0.06182800860637119,0.5316070318222046,0.886425906672806,1.1216098720206589,0.04914463796454719,1.009401976893858
2020-10-26 16:37:00,-0.928641676902771,-0.7296755909919738,0.04228157115408977,-0.8278158903121949,0.13903698325157166,0.3221345841884613,0.04550157851915252,0.2335153669118881,0.4002650380134583,0.6031371355056762,0.0463147730763457,0.4927903413772583,0.9045560393230712,1.091229101724476,0.03962551105264096,0.9969025150229729
2020-10-26 16:37:05,-0.9093552827835084,-0.6659576892852783,0.048126476191359166,-0.8243981599807739,0.11828593164682387,0.27501749992370605,0.030847541846926337,0.16540305316448212,0.419063001871109,0.712751567363739,0.05069039074821468,0.5779917240142822,0.8409490705343671,1.1470581304924634,0.060567693436871774,1.0173464576207638
2020-10-26 16:37:10,-0.8827452063560486,-0.6508215665817261,0.040749155885209984,-0.8046236038208006,0.10363812744617462,0.2703790068626404,0.0244288050370398,0.19006019830703733,0.3931852579116821,0.5975221991539001,0.03349557955404651,0.5446680188179016,0.7912562086487516,1.0701586531560678,0.046386445696729145,0.9915903053618265
2020-10-26 16:37:15,-0.8551584482192994,-0.7531120777130127,0.02248436753196194,-0.798764407634735,0.13928112387657166,0.1976282298564911,0.013922050641316403,0.17419172823429108,0.5084146857261658,0.6407331824302673,0.03097237778041536,0.5630998015403748,0.9355768506229424,1.0787994907092244,0.02373197756801308,0.9954766635001275
2020-10-26 16:37:20,-0.8434402346611024,-0.7614125609397888,0.01879169029171256,-0.7911964058876036,0.13439851999282834,0.23546840250492096,0.02323380758859759,0.1751682460308075,0.4903490543365479,0.6785733699798584,0.03830911718960617,0.5972780585289001,0.924172019587303,1.0771585040108336,0.03101083395113681,1.011634075166326
2020-10-26 16:37:25,-0.8817686438560486,-0.7594595551490781,0.028269515314931465,-0.8314778804779053,0.13391026854515076,0.30358070135116577,0.0401154112459941,0.2553649991750717,0.4139363169670105,0.6734466552734375,0.062329552138721905,0.5114662945270538,0.9498441205038447,1.0772180799932263,0.02701531940555395,1.0062456599938208
2020-10-26 16:37:30,-0.860041081905365,-0.7758162021636963,0.020614436147425454,-0.8309895992279053,0.16808849573135376,0.2781911790370941,0.030493207606748087,0.22008821368217468,0.484489917755127,0.5801889300346375,0.02241132882873056,0.5198888182640076,0.9594217295079769,1.0459191786779143,0.01636129246403429,1.0033608415325497
2020-10-26 16:37:35,-0.8698062896728515,-0.7831401228904723,0.016121498818223088,-0.8170742392539978,0.11535637825727466,0.2017784416675568,0.015136977388434782,0.17126218974590302,0.5125648975372314,0.6041136980056762,0.020768813985954013,0.5694472193717957,0.9805758250832589,1.0485524631966041,0.013967164196828832,1.0079552927318973
2020-10-26 16:37:40,-0.8529613614082336,-0.7553092837333678,0.023555230138921364,-0.8043794035911559,0.16491478681564334,0.2640316188335419,0.023535957540673846,0.21044506132602686,0.5172033905982971,0.589709997177124,0.017955979082419467,0.5567524433135986,0.9605875384063195,1.038289557891792,0.015550473592322955,0.9992183602857803
2020-10-26 16:37:45,-0.8707828521728515,-0.7316287159919738,0.040370697603465136,-0.8114592432975769,0.124389186501503,0.2642757594585419,0.041590798913205385,0.2320505827665329,0.4803397357463837,0.695174217224121,0.06583901448485187,0.5369778871536255,0.9689770395155177,1.045637251753516,0.01736543591465327,1.0079642037623315
2020-10-26 16:37:50,-0.7479853630065918,-0.6847556829452514,0.012700637135810287,-0.7236944437026978,0.13366612792015076,0.21911166608333588,0.015830411369369805,0.19347801804542544,0.6443951725959778,0.7112867832183838,0.012521860644544355,0.670150876045227,0.9839355647117728,1.024111210660205,0.0076411862627874675,1.0048110089925388
2020-10-26 16:37:55,-0.83025723695755,-0.7145395278930664,0.049942503355643535,-0.7223517298698426,0.2020225673913956,0.2574401199817657,0.02344193850582597,0.2115436345338821,0.5120766758918762,0.6817470788955688,0.07281616109742461,0.6619725227355957,0.9946305507192577,1.019241702808671,0.005134167310172818,1.0040219622028355
2020-10-26 16:38:35,-0.8400224447250366,-0.7489619255065918,0.021447364479755187,-0.8041353225708006,0.09777900576591492,0.20666104555130005,0.03434636013476636,0.15563784539699554,0.5452783703804016,0.6241323351860046,0.02196752268286824,0.5809212923049927,0.9545685033726617,1.044816288185543,0.023240778811436078,1.0011347286486927
2020-10-26 16:38:40,-0.8073090314865112,-0.7794781923294067,0.007443220303290498,-0.8012057542800902,0.18859542906284327,0.22375017404556274,0.009124171713885203,0.21129952371120453,0.5714002251625061,0.6141229867935181,0.013604568517953082,0.5987428426742554,0.9898331223917196,1.0326174561444743,0.011658318651597055,1.0202702281154676
